ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
5007902420,007369692L,En Cours de Gestion,7810046187,NULL,2023-06-12 02:00:00,2023-06-15 02:00:00,PONT DU CHATEAU,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"reçu appel du soc me dit que l'expert souhaite immobiliser le      VTM toute une journée pour l'expertise et soc en a besoin pour     le travail.                                                        -je lui propose de tel le cabt afin de voir  si expertise possible directement au cabt, soc me répond qu'il va voir directement avec  l'expert",NULL,NULL,N,N,NULL,O,N,
6006122427,005701738T,Clôturée,1810049441,Clôture automatique,2021-07-02 02:00:00,2021-07-07 02:00:00,ORLY,00,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé - Trajets travail,Corps fixe,notre assuré recule dans un panneau publicitaire non endommagé     dommages pare choc et capteur                                                                                                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
9006554472,006107020S,Clôturée,7810054667,Clôture automatique,2021-12-21 01:00:00,2021-12-23 01:00:00,DZAOUDZI,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"SOC à l'arrêt et adv recule constat cosigné, pas de blessé,        pas d'intervention de la police                                                                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,O,NULL,O,N,
8006895226,006423881F,Clôturée,7810046187,Clôture automatique,2022-05-13 02:00:00,2022-05-16 02:00:00,FONTENAY TRESIGNY,08,Accident de la circulation,Deux véhicules,Privé,NULL,fva ok. envoie le constat par voie postale. rc nulle. garage de sonchoix fera avance et appelera cabinet pour rdv expertise. j envoie ar par mail,NULL,NULL,N,O,NULL,O,N,
0006287440,005856664R,Clôturée,8810050068,Clôture automatique,2021-09-09 02:00:00,2021-09-10 02:00:00,EYSINES,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,FVA: Véhicule immatriculé bt-205-qv                                Active depuis 12/04/2021  - CARDIF IARD  - 19600026278301,NULL,NULL,N,N,NULL,O,N,
0005956281,005546412K,Clôturée,1205184151,Clôture automatique,2021-05-06 02:00:00,2021-05-07 02:00:00,CAPESTERRE BELLE EAU,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,JE RAPPELLE SOC A RECEPTION POS.                                   SOC ME CONFIRME QU IL A DEJA EU LA CONVOCATION DE L EXPERT..       RDV EXPERTISE MARDI MATIN.                                         JE COMMUNIQUE MES COORDONNEES AVEC HORAIRES D APPEL CG.            SOC ME DEMANDE SI GARAGE PRETE VEHICULE PENDANT LES REPARATIONS..  NORMALEMENT OUI MAIS INFO IL A AUSSI DROIT A 3 JOURS AVEC          ASSISTANCE ET VU OPTION EXTENSION PRET SOUSCRITE .. SOC OK         J INVITE SOC A ME RECONTACTER SI BESOIN PAR TEL OU PAR MS..,NULL,NULL,N,O,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,TJS PAS DE NOUVELLES DE LA GENDARMERIE DU PONTET.                  JE FAIS RELANCE LRAR CE JOUR.,NULL,NULL,N,N,NULL,O,O,2023-06-23
6006688183,006231120H,Clôturée,9810050069,Clôture automatique,2022-02-18 01:00:00,2022-02-19 01:00:00,ST JEAN DE LA RUELLE,20,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,-> Courrier de MEC envoyé à AXA avec copie déclaration du soc      -> IDP demandé                                                     -> Appel vers soc pour l'informer de nos démarches                 -> Garage agrée enregistré,NULL,NULL,N,N,NULL,O,N,
0006008328,005594982D,Clôturée,9810049849,Clôture automatique,2021-05-30 02:00:00,2021-05-31 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé,NULL,"Réception DEMAT, Ctrl ok.",NULL,NULL,N,N,NULL,O,N,
9005197058,004843137F,Clôturée,1205184151,Clôture automatique,2020-06-17 02:00:00,2020-06-18 02:00:00,NULL,19,Accident de la circulation,Deux véhicules,Privé,NULL,appel soc qui me dit que car'auto ne prend et repare que des vtms de moins de 10 ans veut changer de reparateur bill peint auto,NULL,NULL,N,N,NULL,O,N,
8007297852,006802429W,Clôturée,0100006037,Clôture automatique,2022-09-29 02:00:00,2022-09-30 02:00:00,NULL,19,Accident de la circulation,Deux véhicules,Privé,NULL,accident deux vtm adv était débiteur d 'un cedez le passage et n'a pas laissé passer notre soc . pas de blessé. pas de police         constat signé .                                                                                                                                                                                                                                                                     ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
3007690725,007170622F,En Cours de Gestion,1810049441,NULL,2023-03-17 01:00:00,2023-03-18 01:00:00,VANNES,16,Accident de la circulation,Deux véhicules,Privé,NULL,"mevo soc: demande de rappel, police blessé?                        3eme vehicule impliqué? sur une photo on dirait des dommages à l'avant du vehicule soc-> projection?                                  constat co signé fva ok                                            rc 00 pour soc",NULL,NULL,N,N,NULL,O,N,
0006135027,005713588Y,Clôturée,8810047208,Clôture automatique,2021-07-10 02:00:00,2021-07-12 02:00:00,NULL,00,Accident de la circulation,Deux véhicules,Privé,NULL,reception témoignage,NULL,NULL,N,N,NULL,O,N,
0007722112,007200063G,En Cours de Gestion,6810050066,NULL,2023-03-30 02:00:00,2023-03-31 02:00:00,L ISLE SUR LA SORGUE,20,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé,Corps fixe,SST                                                                Soc ne souhaite pas donner suite -> Je demande un écrit            Soc souhaite régler NH de l'expert pour inhibition,NULL,NULL,N,N,NULL,O,N,
6006747334,006286244A,Clôturée,0810048160,Clôture automatique,2022-03-12 01:00:00,2022-03-13 01:00:00,NULL,10,Accident de la circulation,Deux véhicules,Privé,NULL,FVA OK                                                             Immatriculation : DF271JX                                                                                                             Date première immatriculation : 29/04/2014                                                                                            Marque : RENAULT                                                   Dénomination commerciale : CLIO                                                                                                       Pays immatriculation : FRANCE (FR)                                 Assureur : AXA FRANCE IARD                                                                                                            Numéro de police : 0000010629452104,NULL,NULL,N,N,NULL,O,N,
6005235113,004877996W,Clôturée,9810049849,Clôture automatique,2020-05-28 02:00:00,2020-07-02 02:00:00,BLOIS,12,Accident de la circulation,Deux véhicules,Privé,NULL,APPEL EMIS SOCIETAIRE POUR LUI DEMANDE LE CONSTAT POUR VERIFIER    QUE TOUT EST BON POUR POUVOIR RECREER LA MISSION AU BON CONTRAT    - REPONDEUR - LAISSER UN MESSAGE,NULL,NULL,N,N,NULL,O,N,
0005587102,005204002A,Clôturée,8810054128,Clôture automatique,2020-11-23 01:00:00,2020-11-24 01:00:00,COURTENAY,17,Accident de la circulation,Deux véhicules,NULL,NULL,Documents pour cession reçu ce jour cellule SPMR,NULL,NULL,N,N,NULL,O,N,
0006135027,005713588Y,Clôturée,8810047208,Clôture automatique,2021-07-10 02:00:00,2021-07-12 02:00:00,NULL,00,Accident de la circulation,Deux véhicules,Privé,NULL,sst/ reprise du dossier ce jour                                    -je mets en cause cie adv                                          --att retour cie adv                                               mise en place exp terrain,NULL,NULL,N,N,NULL,O,N,
6005838565,005437612Z,En Cours de Gestion,7810046187,NULL,2021-03-12 01:00:00,2021-03-15 01:00:00,AIX EN PROVENCE,16,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,recu courrier allianz; demande confirmation de nos garanties,NULL,NULL,N,N,NULL,O,N,
0007830051,007301728M,Clôturée,5810054665,Clôture automatique,2023-05-14 02:00:00,2023-05-19 02:00:00,CLERMONT FERRAND,13,Accident de la circulation,Deux véhicules,Privé,NULL,RC 00                                                              Soc nous envoie CA cosigné via MS                                  FVA OK - Cas 51                                                    Mission GGE agrée N1 + EAD                                         Envoi ACR par mail + SMS CG                                        IBAN OK,NULL,NULL,N,O,NULL,O,N,
5006752499,006291074A,Clôturée,8810049848,Clôture automatique,2022-03-10 01:00:00,2022-03-15 01:00:00,MARSEILLE 13,16,Accident de la circulation,Deux véhicules,Privé,NULL,Tel gmf conseil reçu : avec soc                                    Modif garage agréé GMF => même expert qui intervient expertise     concept Marseille,NULL,NULL,N,N,NULL,O,N,
6004662283,004342966S,Clôturée,6810050066,Clôture automatique,2019-10-24 02:00:00,2019-10-25 02:00:00,PESSAC,18,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,tél à adv KO - msg laissé pr nom de sa cie d'ass,NULL,NULL,N,O,NULL,O,N,
6006523649,006078226U,Clôturée,9810050069,Clôture automatique,2021-12-10 01:00:00,2021-12-10 01:00:00,ST MAIXENT L ECOLE,10,Accident de la circulation,Deux véhicules,NULL,NULL,"appel de soc qui dde explications sur la PEC. franchise pour le    moment, instruction en cours",NULL,NULL,N,N,NULL,O,N,
7007743720,007220478X,En Cours de Gestion,8810049848,NULL,2023-04-11 02:00:00,2023-04-11 02:00:00,LADAPEYRE,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,info rc tt + joker + fr 340 eur                                    choix gge agréé,NULL,NULL,N,N,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,Souscription de moins de 15 jours                                                                                                                                                                                                                                                                                       ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,O,2023-06-23
0006715759,006256972H,Clôturée,1810049441,Clôture automatique,2022-02-28 01:00:00,2022-02-28 01:00:00,BLOIS,09,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,mévo soc : avisé rc 0 + pec tt -,NULL,NULL,N,N,NULL,O,N,
9006034324,005619185L,Clôturée,0100006037,Clôture automatique,2021-06-08 02:00:00,2021-06-09 02:00:00,ST ALBAN DE MONTBEL,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Sociétaire se fait heuter à l'arrière par VTM ADV                  CA SIGNE // PAS DE BLESSE                                                                                                                                                                                                                                                                                                                              ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
5004783420,004456812M,Clôturée,1810049441,Clôture automatique,2019-12-04 01:00:00,2019-12-05 01:00:00,PLOERMEL,15,Accident de la circulation,Deux véhicules,Privé,NULL,Accident 2 véh. Soc vient de se garder quand véh adv recule        et vient percuter véh soc. Pas de blessés. Pas d'intervention      des autorités. Pas de témoins. Constat cosigné. Dommages           véh soc : aile ARG enfoncée/ réservoir essence + jante arg.                                                                                                                                                      ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
3007167997,006680543L,Clôturée,8810054128,Clôture automatique,2022-08-11 02:00:00,2022-08-12 02:00:00,BLAMONT,18,Accident de la circulation,Deux véhicules,NULL,NULL,MEC a adv en RAR NUM 2C16336815652,NULL,NULL,N,N,NULL,N,N,
4006962222,006487011A,Clôturée,8810049848,Clôture automatique,2022-06-07 02:00:00,2022-06-07 02:00:00,REZE,11,Accident de la circulation,Deux véhicules,Privé,NULL,"*soc en visite                                                     *info rc00+pectt                                                   *soc veut son gge non ag : info process, soc ok = je fais mission, IBAN ok                                                            *envoi ACR+SMS CG                                                  *collègue nous envoie CA",NULL,NULL,N,O,NULL,O,N,
3004768221,004442495A,Clôturée,0810048160,Clôture automatique,2019-11-30 01:00:00,2019-11-30 01:00:00,NULL,09,Accident de la circulation,Deux véhicules,NULL,NULL,appel de soc suite DSI : soc a été heurté en stationnement         CA cosigné                                                         Case 2 et 4 et 14 tiers / 1 soc                                    Ok gge agréé + EAD,NULL,NULL,N,N,NULL,O,N,
6005952241,005542606Y,Clôturée,6810050066,Clôture automatique,2021-05-05 02:00:00,2021-05-05 02:00:00,TOURS,09,Accident de la circulation,Deux véhicules,NULL,NULL,appel du gge car diff entre facture et RG                          vu avec expert => vétusté sur pneu AR D,NULL,NULL,N,N,NULL,O,N,
5005420233,005049434S,Clôturée,7810046187,Clôture automatique,2020-09-14 02:00:00,2020-09-15 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,NULL,NULL,CONSTAT REMPLI ET SIGNE. PAS DE BLESSE. PAS DE POLICE. PAS DE      TEMOIN. SOC EN STATIONNEMENT SUR UNE PELOUSE DEVANT UNE CLOTURE    ET TIERS LA PERCUTE. VH ASSURE AU 07/11/09                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
4007886915,007355130H,Clôturée,0100006037,Clôture automatique,2023-06-08 02:00:00,2023-06-11 02:00:00,ARCUEIL,13,Accident de la circulation,Deux véhicules,Privé,NULL,adv recule dan vtm soc                                             constat signe                                                      dommages vtm soc a l avant parechocs et plaque                                                                                                                                                                                                                                      ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,montant des réparations supérieur à 15000 eur                      j envoie courrier info dépassement à cie adv,NULL,NULL,N,N,NULL,O,N,
5007422168,006919023D,Clôturée,6810048596,Clôture automatique,2022-11-17 01:00:00,2022-11-22 01:00:00,VENISSIEUX,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Soc déclare en agence qui enverra CA co-signé - RC nulle           garage non agréé - Info donnée sur avance des frais - OK           ACR envoyé par mail,NULL,NULL,N,N,NULL,O,N,
1005218750,004862910Y,Clôturée,7810046187,Clôture automatique,2020-06-25 02:00:00,2020-06-26 02:00:00,HYERES,17,Accident de la circulation,Deux véhicules,Privé,NULL,RE = vrade 1300e. taux epave ok. EPA 9831 Pièces cession ok.,NULL,NULL,N,O,NULL,O,N,
0006287440,005856664R,Clôturée,8810050068,Clôture automatique,2021-09-09 02:00:00,2021-09-10 02:00:00,EYSINES,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"DECACH RSI OK, Livre de police fait                                Agenda CFC à l'agence pour résiliation du contrat                  Doc cession envoyé au sociétaire                                   CESSION RSI OK                                                     Doc cession envoyés à l'épaviste DUBOURG AUTOMOBILES ce jour",NULL,NULL,N,N,NULL,O,N,
3005913333,005506462L,En Cours de Gestion,2810033312,NULL,2021-04-16 02:00:00,2021-04-17 02:00:00,NULL,08,Accident de la circulation,Carambolage,Privé - Trajets travail,NULL,DUP Ecran géré par Stéphanie,NULL,NULL,N,N,NULL,O,N,
5005586183,005203153C,Clôturée,1810048241,Clôture automatique,2020-11-20 01:00:00,2020-11-23 01:00:00,AUBERTIN,12,Accident de la circulation,Deux véhicules,NULL,NULL,soc informe rc nulle .agence envoie constt par mail pr             verifier cas 40/43,NULL,NULL,N,O,NULL,O,N,
6006961769,006486552B,En Cours de Gestion,8810054128,NULL,2022-06-04 02:00:00,2022-06-07 02:00:00,SAVIGNY EN VERON,17,Evénements naturels,Grêle,NULL,Objet en mouvement,Dommages sur VTM site grele                                        Dommages sur pare-brise avant + carrosserie,NULL,NULL,N,N,NULL,O,N,
5004783420,004456812M,Clôturée,1810049441,Clôture automatique,2019-12-04 01:00:00,2019-12-05 01:00:00,PLOERMEL,15,Accident de la circulation,Deux véhicules,Privé,NULL,"Soc me lit le constat mais mal complété : adv a coché 1 et 4, soc  a coché 3 et 5. Pas d'obs et description dessin pas claire, je     préfère ne pas me prononcer, informée ouverture avec               RC indéterminées.                                                  Soc ns envoie constat via MS, souhaite être rappelée sur portable  à réception pour l'informer des RC / est inquiète de s'être        ""fait avoir"" par adv.                                              Informée en l'état RC inconnues => pas de pec délivrée et mise     en place expertise à titre conservatoire.                          Réf+coord tél données",NULL,NULL,N,O,NULL,O,N,
0006068441,005651356E,Clôturée,7810046187,Clôture automatique,2021-06-18 02:00:00,2021-06-21 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,reçu sd expert informe apres avoir reçu facture d entretien        vrade revue à 2800ettc,NULL,NULL,N,O,NULL,O,N,
0005854924,005452663J,Clôturée,8810054128,Clôture automatique,2021-03-13 01:00:00,2021-03-22 01:00:00,USSAC,10,Accident de la circulation,Deux véhicules,Privé,NULL,"Accident meme file, meme sens - adv heurte soc à l'arrière.        CA cosigné en GED.                                                 FVA ok.                                                            Sms coords CG + presta.                                            -                                                                  J'appelle soc : mevo.                                              ACR par mail.",NULL,NULL,N,N,NULL,O,N,
5007935696,007401050W,En Cours de Gestion,4810048594,NULL,2023-06-25 02:00:00,2023-06-27 02:00:00,NULL,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Avisée rc pa + jok                                                 GArage agréé +ead                                                  Acr via mail                                                       agence nous adresse ca,NULL,NULL,N,N,NULL,O,N,
4006297856,005866662H,Clôturée,4810013834,Clôture automatique,2021-09-15 02:00:00,2021-09-15 02:00:00,ST GEORGES SUR BAULCHE,07,Accident de la circulation,Carambolage,Privé,NULL,sd reçu de l'expert: me demande facture des pièces en noir.        Je lui tranmsets ce jour par mail.,NULL,NULL,N,N,NULL,O,N,
1007232050,006740651W,Clôturée,8205175448,Clôture automatique,2022-09-01 02:00:00,2022-09-06 02:00:00,NULL,09,Accident de la circulation,Deux véhicules,NULL,NULL,TEL A SOC/ INFO RC NULLE ET PEC 100%/  ACCORD GR AGREE,NULL,NULL,N,N,NULL,O,N,
7004538899,004227404F,Clôturée,0100006037,Clôture automatique,2019-09-03 02:00:00,2019-09-06 02:00:00,AIX EN PROVENCE,17,Accident de la circulation,Deux véhicules,NULL,NULL,garage non agree,NULL,NULL,N,O,NULL,O,N,
1007186094,006697678L,Enregistrée NPEC,8810050068,NULL,2022-08-17 02:00:00,2022-08-19 02:00:00,FLEURY LES AUBRAIS,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,FVA OK                                                             Active depuis 21/06/2019 - GMF / LA SAUVEGARDE - 002726195791V     Immatriculation : CT725HJ                                          No VIN : VF1JZ14K648894266                                         Date première immatriculation : 29/04/2013                         Date de dernière mise à jour SIV : 18/08/2022 08:54                Marque : RENAULT                                                   Dénomination commerciale : MEGANE,NULL,NULL,N,O,NULL,N,N,
7004691710,004370839N,Clôturée,8810049848,Clôture automatique,2019-11-05 01:00:00,2019-11-05 01:00:00,MONTELIMAR,10,Accident de la circulation,Deux véhicules,Privé,NULL,tel mme soc recu mise en place garage expert envoi acr,NULL,NULL,N,N,NULL,O,N,
2004783902,004457140U,Clôturée,7810046187,Clôture automatique,2019-12-03 01:00:00,2019-12-05 01:00:00,JARGEAU,18,Accident de la circulation,Deux véhicules,Privé,NULL,recu rapport en estimation. expert nous informe que soc ne         souhaite pas faire réparer dans l immediat.,NULL,NULL,N,N,NULL,O,N,
9005413502,005043140A,Clôturée,9810050069,Clôture automatique,2020-09-10 02:00:00,2020-09-11 02:00:00,BAILLARGUES,14,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,Avenant de moins de 30 jours                                                                                                                                                                                                                                                                                            ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0006287440,005856664R,Clôturée,8810050068,Clôture automatique,2021-09-09 02:00:00,2021-09-10 02:00:00,EYSINES,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,docs cession ok                                                    cg en ged,NULL,NULL,N,N,NULL,O,N,
8005652789,005264699A,Clôturée,0810048160,Clôture automatique,2020-12-24 01:00:00,2020-12-26 01:00:00,TOURS,10,Accident de la circulation,Deux véhicules,Privé,NULL,"soc rappelle pr savoir si on a recu son CA, nn pas encore          agence l a envoyé le 24/12. agence a du envoyer le CA pr           numérisation dc délai long et soc n a pas de copie                 il voudrait que son veh soit réparé car controle technique         approche : je veux appeler agence ms fermée le lundi               je demande a soc de rappeler le 05/01 pr reussir a appeler agence  savoir si ils ont le double du CA et etre sur que CA bien envoyé   auservice numérisation. soc est ok il rappelle demain",NULL,NULL,N,N,NULL,O,N,
9006554472,006107020S,Clôturée,7810054667,Clôture automatique,2021-12-21 01:00:00,2021-12-23 01:00:00,DZAOUDZI,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,SDV: expert relance gge et soc ce jour pr savoir où en sont les    reparations,NULL,NULL,N,O,NULL,O,N,
7007743720,007220478X,En Cours de Gestion,8810049848,NULL,2023-04-11 02:00:00,2023-04-11 02:00:00,LADAPEYRE,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Accident 2 vtm / soc redémarre à un stop et percute vtm adv qui    arrive de la droite                                                pas de blessé                                                      CA co signé                                                        dommages vtm soc = avant droit / vtm roulant,NULL,NULL,N,N,NULL,O,N,
3005686531,005296298X,Clôturée,7810054667,Clôture automatique,2021-01-10 01:00:00,2021-01-11 01:00:00,CAGNES SUR MER,13,Accident de la circulation,Deux véhicules,Privé,NULL,tel à groupama méditerannée pour leur indiquer que nous avons      bien reversé le forfait en avril                                   vont proceder à des recherches,NULL,NULL,N,N,NULL,O,N,
2007691516,007171430J,Clôturée,9810050069,Clôture automatique,2023-03-19 01:00:00,2023-03-20 01:00:00,ANTIBES,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,DST - fils de soc circule quand vtm tiers ouvre sa porte et heurte le vtm de notre soc - dommages pare choc avant aile avant droite   rétro droit et les 2 portes droite - constat cosigné en ged - rc 00cas 51 -,NULL,NULL,N,N,NULL,O,N,
6007161518,006674518M,Clôturée,1810048241,Clôture automatique,2022-08-09 02:00:00,2022-08-09 02:00:00,CHARAVINES,16,Accident de la circulation,Deux véhicules,Privé,NULL,Soc envisage de se faire indemniser sur la base du RE en estimationJe lui dis que sur le montant elle perd de l'argent car RE à taux  minoré. Me dit que c'est parce qu'elle ne veut pas avancer sa      franchise. Elle va réfléchir et nous redit ce qu'elle compte faire.,NULL,NULL,N,O,NULL,O,N,
5008122392,007576756F,En Cours de Gestion,6810048596,NULL,2023-09-07 02:00:00,2023-09-07 02:00:00,ST QUENTIN,15,Accident de la circulation,Deux véhicules,Privé,NULL,NULL,NULL,NULL,N,O,NULL,O,N,
9005682174,005292181X,En Cours de Gestion,9810049849,NULL,2021-01-06 01:00:00,2021-01-08 01:00:00,AUBAGNE,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,INFOS IDP                                                          STAQUET SERGE                                                      Adresse BAT L1                                                     SANS SANS ZAC DU CHARREL                                           13400 AUBAGNE,NULL,NULL,N,N,NULL,N,N,
6006975828,006499681X,En Cours de Gestion,4810048594,NULL,2022-06-02 02:00:00,2022-06-10 02:00:00,BERGERAC,06,Evénements naturels,Grêle,NULL,Divers,EVENEMENT DE GRELE veh touché - carrosserie uniquement - soc       informée franchise 274 euros                                                                                                                                                                                                                                                                                                                           ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
8005674400,005284981W,En Cours de Gestion,1810015811,NULL,2021-01-05 01:00:00,2021-01-05 01:00:00,SANNOIS,07,Accident de la circulation,Carambolage,Privé - Trajets travail,NULL,Documents demat pour cession reçu ce jour cellule SPMR,NULL,NULL,N,N,NULL,O,N,
6006523649,006078226U,Clôturée,9810050069,Clôture automatique,2021-12-10 01:00:00,2021-12-10 01:00:00,ST MAIXENT L ECOLE,10,Accident de la circulation,Deux véhicules,NULL,NULL,appel recu soc suite envoi copie depot de plainte                  je l'informe de la reception du temoignage recevable               mais ADV non identifie car retour LARA NPAI d'apres com precedent  de plus fichier FVA KO                                             retour aupres FGAO impossible dans ces conditions                  je confirme franchise a charge et invite soc a nous tenir          informe en fonction de la procedure judiciaire                     compte de mr coulon verifie pour un virement,NULL,NULL,N,N,NULL,O,N,
0007333038,006835329G,Clôturée,8810049848,Clôture automatique,2022-10-13 02:00:00,2022-10-14 02:00:00,NULL,20,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,MESSAGE LAISSE SUR REPONDEUR DE SOC : JE LUI INDIQUE RC 00 ET PEC  100%.                                                              JE L'INVITE A NOUS RECONTACTER A PARTIE DE LUNDI 09H POUR MISE EN  PLACE DE L'EXPERTISE.,NULL,NULL,N,N,NULL,O,N,
6004537490,004226048G,Clôturée,4810048594,Clôture automatique,2019-08-30 02:00:00,2019-09-05 02:00:00,NULL,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,MEVO A SOC = QUID DES REPARATIONS ? ATTENTE RAPPEL SOC -,NULL,NULL,N,N,NULL,O,N,
4008065296,007523136Y,En Cours de Gestion,1810049441,NULL,2023-08-14 02:00:00,2023-08-16 02:00:00,BARNEVILLE CARTERET,13,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé - Trajets travail,Corps fixe,NULL,NULL,NULL,N,N,NULL,O,N,
7007094653,006611920W,En Cours de Gestion,1810049441,NULL,2022-07-03 02:00:00,2022-07-12 02:00:00,BORDEAUX,18,Accident de la circulation,Deux véhicules,NULL,NULL,"appel soc, va nous rappeler dans quelques minutes, demande si témoin, gge, si identifié adv, + de circonstances?",NULL,NULL,N,N,NULL,O,N,
0006715759,006256972H,Clôturée,1810049441,Clôture automatique,2022-02-28 01:00:00,2022-02-28 01:00:00,BLOIS,09,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,accident en chaine - soc heurté à l'arrière - pas de blessé        police intervenu -                                                 => test alcoolémie subi : négatif - commissariat va contacte soc   pour faire le constat au commissariat                                                                                                                                                                            ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
